name,city,country,iata,icao
Richter Aviation Airport,Maxwell,US,,12CN
Omega 1 Airport,Hotchkiss,US,,12CO
Plueger Airfield,Lemars,US,,12IA
Flying B Ranch Landing Strip,Salmon,US,,12ID
Hawker Airport,Kankakee,US,,12IL
J & S Field,Darmstadt,US,,12IN
Sooter Airport,Sedgwick,US,,12KS
John M Foree Airport,New Castle,US,,12KY
Kml Airport,Sulphur,US,,12LA
Hains Airstrip,Rayne,US,,12LS
Ridgeview Airport,Searsmont,US,,12ME
John's Airport,Davison,US,,12MI
Lincolns Field,Hingham,US,,12MT
Atlantic Field Mcolf Airport,Atlantic,US,,12NC
Pietschtree Airstrip,Burlington,US,,12ND
Reisig Brothers Airport,Scottsbluff,US,,12NE
Gile Pond Airport,Sanbornton,US,,12NH
Westport Airport,Westport,US,,12NK
T & C Acres Airport,Richard Springs,US,,12NY
Mcgregor Airfield,Brookville,US,,12OH
Flying M Airport,Kingston,US,,12OK
Skinner Ranch Airport,Jordan Valley,US,,12OR
Over The Hill Airport,Elgin,US,,12SC
Meadowlake Airport,Kingston,US,,12TN
Blo Airport,Mineral Wells,US,,12TS
D An P Farm Airport,Gainesville,US,,12TT
Griffin Airport,Bertram,US,,12TX
Hop-Along Airport,Clifton Forge,US,,12VA
Fowlers Nw 40 Airport,Spokane,US,,12WA
Crazy Horse Airport,Hamlin,US,,12WV
Black Diamond Airport,Burlington,US,,12WY
Wood Farm Airfield,Gardendale,US,,12XA
Mc Croskey Field,Butlerville,US,,12XS
Satterbergs Airport,Houston,US,,13AK
Earle Airpark,Hastings,US,,13FA
Oak Ridge Plantation Airport,Sylvester,US,,13GA
Holt Airpark,Oak Park,US,,13GE
Gage Airport,Decatur,US,,13IN
Daniel's Landing Airport,Andover,US,,13KS
Miles Airport,Owensboro,US,,13KY
Socatean Bay Airport,Rockwood,US,,13ME
Domeyer Airport,Lenox,US,,13MO
Greener Pastures Airpark,Carriere,US,,13MS
Sorenson Airport,Kremlin,US,,13MT
Oak Grove Mcolf Airport,Pollocksville,US,,13NC
Hock Airport,Culbertson,US,,13NE
Beaverhead Airstrip,Silver City,US,,13NM
Dusenbury Field,Walnut Cove,US,,13NR
Aubrey Mountain Airstrip,Oakridge,US,,13OR
Rigrtona Airport,Tidioute,US,,13PA
Varisco Airport,Bryan,US,,13TE
Van Es Ranch Airport,Oilton,US,,13TS
Goatneck Airport,Cleburne,US,,13TX
Rocky Pond Airstrip,Orondo,US,,13WA
Nowatzski Field,Markesan,US,,13WI
Flying 5B Ranch Airport,Iredell,US,,13XA
Four Corners Airport,Palmer,US,,14AK
Ruby Star Airpark,Green Valley,US,,14AZ
East River Airport,Armstrong,US,,14IA
Peaceful Cove Airport,Boise,US,,14ID
G & S Space Port Airport,Parker,US,,14KS
Blue Haven Farm Airport,Paris,US,,14KY
Serenity Field,Independence,US,,14LA
Arrow Airpark,Flemington,US,,14MO
Rose Field,Hickory,US,,14MS
Sandy Rock Airport,Gildford,US,,14MT
Camp Davis Mcolf Airport,Holly Ridge,US,,14NC
Hagen Airport,Reeder,US,,14ND
Mountain View Airport,Kingsbury,US,,14NK
Heilman Airport,Kenton,US,,14OH
O S Wyatt Airport,Realitos,US,,14TS
Mathers Field,Canadian,US,,14TT
Keyes Ranch Airport,Dripping Springs,US,,14TX
Krens Farm Airport,Hillsboro,US,,14VA
Abilene Airport,Farmville,US,,14VG
Lz Ranch Airport,Olympia,US,,14WA
Lakewood Lodge Airport,Stone Lake,US,,14WS
Frog Pond Airport,Sherman,US,,14XA
Isbell Ranch Airport,Davilla,US,,14XS
Golden North Airfield,Cantwell,US,,15AK
Taylor Airport,Brickeys,US,,15AR
Hunt Farms Airport,Merced,US,,15CL
Cannon Creek Airpark,Lake City,US,,15FL
Stella Airport,Bellvue,US,,15IA
Scanlon Airport,Coeur D'Alene,US,,15ID
Gittleson Farms Airport,Franklin Grove,US,,15IL
Bugtown Airport,New Harmony,US,,15IN
Cloverleaf Ranch Airport,Tiskilwa,US,,15LL
Canapitsit Airport,Gosnold,US,,15MA
Eagle Field,North Yarmouth,US,,15ME
Tyler Farms Airport,Watkins,US,,15MN
Monte Carlo Airport,Holts Summit,US,,15MO
Saubak Airport,Lustre,US,,15MT
Dragonfly Field,Ahoskie,US,,15NC
Sindt Airport,Upland,US,,15NE
Stoner Mem Airport,Randlett,US,,15OK
J R Ranch Airport,Briggs,US,,15TA
Flying J Airport,Sadler,US,,15TX
Field Of Dreams Airport,Morgan,US,,15UT
Fox Acres Airport,Warrenton,US,,15VA
Sunset Airport,Stanwood,US,,15WA
Peterson Field,Oregon,US,,15WI
Hauptrief Aero Airport,Johnson City,US,,15XA
Toy Airpark,Liverpool,US,,15XS
Gattis Strip,Wasilla,US,,16AK
Heifer Creek Ranch Airport,Springfield,US,,16AR
Yav'Pe Ma'Ta Airport,Skull Valley,US,,16AZ
Dry Pen Airport,Parachute,US,,16CO
Little Deer Airport,Ochopee,US,,16FA
Skinners Wholesale Nursery Airport,Crescent City,US,,16FD
J-22 Ranch Airport,Milton,US,,16FL
Stangl Airport,Coon Rapids,US,,16IA
Harold Bunger Airport,Kirkland,US,,16IL
Kellums Airport,Goreville,US,,16IS
Harmony Valley Airport,Independence,US,,16KS
Evan Airport,Prairieville,US,,16LS
High Valley Airport,North East,US,,16MD
Barnstormers 5 Airport,Gaines,US,,16MI
Findley Field,Beaufort,US,,16MO
Bangart Field,Roberts,US,,16MT
Lee's Airport,Edenton,US,,16NC
Kalberer Airport,Bismarck,US,,16ND
Korver Airport,Panama,US,,16NE
Papp Airpark,Fort Edward,US,,16NY
Trump Airport,Greenville,US,,16OI
Entz Arts Airport,Hydro,US,,16OK
Seven Springs Airport,Toyahvale,US,,16TA
Holly Lake Ranch Airport,Hawkins,US,,16TE
16 L Ranch Airport,Normangee,US,,16TT
Hamlin Airport,Hamlin,US,,16TX
Echols Field,Mount Solon,US,,16VA
Tightcliff Airport,Nine Mile Falls,US,,16WA
Outlaw Flyers Airport,Conroe,US,,16XS
Bredlow Farm Airport,England,US,,17AR
Las Trancas Airport,Davenport,US,,17CL
Skylane Ranch Airport,Berthoud,US,,17CO
Cotton Strip,La Belle,US,,17FA
Jumbolair Airport,Ocala,US,,17FL
Panther Creek Airport,Newnan,US,,17GA
Coyote Ridge Airport,Midvale,US,,17ID
Dreessen Field,Walkerton,US,,17II
Pruss Airport,Farmers Retreat,US,,17IN
Tamarack Landing Airport,Salina,US,,17KS
Lester Airfield,Sacramento,US,,17KY
Yankee Field,Port Barre,US,,17LS
Bresett's Mountainside Airport,Van Buren,US,,17ME
Rgl Field,Montgomery City,US,,17MO
Abel Ranch Airport,Kalispell,US,,17MT
B-B Airfield,Osborn,US,,17MU
Mitchell Field,Elizabethtown,US,,17NC
Re-Dun Field,Reading Center,US,,17NK
Zombie Air Force Airport,Ammon,US,,17NR
Kosik Airport,Kipton,US,,17OH
Haas Airport,Bainbridge,US,,17OI
Good Life Ranch Airport,Chickasha,US,,17OK
Glide Aero Airport,Glide,US,,17OR
Mountain Crest Airport,Tidioute,US,,17PS
Stone's Conservation Airport,Gary,US,,17SD
Comfort Airpark,Comfort,US,,17TE
Murphy Field,Jonesborough,US,,17TN
Kimzey Airport,Stephenville,US,,17TX
Ha-Rail Airport,Lake Mills,US,,17WI
Hunter Field,Jacksonville,US,,17XA
Quahadi Ranch Airport,Dublin,US,,17XS
18 Meadows Aerodrome,Haines,US,,18AA
Buck Mountain Airport,Eureka Springs,US,,18AR
Sky Ranch At Carefree Airport,Carefree,US,,18AZ
Bowles Airport,Live Oak,US,,18CL
Skypark Estates Owners Assoc Airport,Baker,US,,18FD
Sleepy Hollow Airport,Social Circle,US,,18GA
Brandt Field,Kaunakakai,US,,18HI
Mc Gill Airport,Cicero,US,,18II
Heritage Farm Field,Plymouth,US,,18IN
Skamokawa East Valley Airport,Skamokawa,US,,18JY
Cherokee Strip,Udall,US,,18KS
Ruby Airport,Bristol,US,,18ME
R & R Ranch Airport,Marshall,US,,18MI
Hines Farm Airport,Motley,US,,18MN
Gimlin Airport,Ozark,US,,18MO
Johns Landing Airport,Jackson,US,,18MS
Fish Ranch Airport,Jackson,US,,18MT
Lanni Field,Lenoir,US,,18NC
Bearpaw Airport,Menoken,US,,18ND
Empire Airport,Empire,US,,18NV
Strip In The Woods Airport,Woodstock,US,,18NY
Boggy Bottoms Airport,Vickery,US,,18OI
Red's Field,Amity,US,,18OR
Slack Airport,Forest Grove,US,,18PA
Spud View Airport,Upper Strasburg,US,,18PN
American Dream Skyranch Airport,Ninety Six,US,,18SC
Lost Creek Airport,Miller,US,,18SD
Alert Field,Big Sandy,US,,18TE
Flying 'T' Ranch Airport,Caddo Mills,US,,18TX
Lynn Airport,Newburg,US,,18WV
Lantana Ridge Airport,Goliad,US,,18XA
Icy Bay Airport,Icy Bay,US,ICY,19AK
Naylor Field,Naylor,US,,19AR
Montezuma Airport,Camp Verde,US,,19AZ
Willow Pond Aviation Inc Airport,Fayetteville,US,,19GA
Ancam Antique Airfield,West Burlington,US,,19IA
Resler Airport,Churubusco,US,,19IN
Charlie Bravos Airport,Dry Ridge,US,,19KY
Self Forward Landing Strip,Leesville,US,,19LA
Neiner Airport,Manteno,US,,19LL
Pritchett Field,Rolla,US,,19MO
Nichol Airpark,Holly Springs,US,,19MS
N Bar Ranch Airport,Grass Range,US,,19MT
Double S Airport,Red Oak,US,,19NC
Hoyt Airport,Mc Cook/Culbertson,US,,19NE
Riveredge Airpark,Central Square,US,,19NK
Four Seasons Airport,Reading,US,,19NY
Nelson Ranch Airport,Maupin,US,,19OR
Lake Airport,Millville,US,,19PA
Walnut Grove Airport,Mount Joy,US,,19PN
Sexton Airport,Newberry,US,,19SC
Lagrone Ranch Airport,Mc Clendon-Chisholm,US,,19TA
Ferraraccio Field,Clarksville,US,,19TN
Silverhorn Ranch Airport,Freer,US,,19TS
Flying W Airport,St. Paul,US,,19VA
Key Way Airport,Stevenson,US,,19WA
Erickson Field,Prairie Farm,US,,19WI
Draggintail Acres Airport,Maypearl,US,,19XS
Dallas Bay Sky Park Airport,Chattanooga,US,,1AA0
Crevice Creek Airport,Crevice Creek,US,,1AK1
Crosswind Lake Airport,Crosswind Lake,US,,1AK2
Kenai River Airpark,Soldotna,US,,1AK4
Talachulitna River Airport,Skwentna,US,,1AK6
Talaheim Airport,Skwentna,US,,1AK8
Tri-L Acres Airpark,Columbiana,US,,1AL2
Elsanor Airport,Robertsdale,US,,1AL4
Berry Field,Loxley,US,,1AL5
Moore Field,Moody,US,,1AL8
Walls Airport,Coy,US,,1AR1
Taylor Airstrip,Des Arc,US,,1AR2
Mcalister Airpark,Marble,US,,1AR4
Cherokee Strip,Gentry,US,,1AR5
Diamond Bluff Airport,Greers Ferry,US,,1AR6
Country Air Estates Airport,Lonoke,US,,1AR9
Bishop Airfield,Mobile,US,,1AZ0
Skyline Air Ranch Airport,Sierra Vista,US,,1AZ6
Willow Springs Ranch Airport,Bullhead City,US,,1AZ8
On The Rocks Airport,Alpine,US,,1CA6
Reed International Airport,Nunn,US,,1CD1
Reck Airstrip,Platteville,US,,1CD2
Eagle Soaring Airport,Steam Boat Springs,US,,1CD4
Little Buttes Antique Airfield,Lancaster,US,,1CL1
Ancient Valley/Pontious Airport,Mojave,US,,1CL2
Williams Ranch Airport,Norwood,US,,1CO2
Bellmore Farms Airport,Nunn,US,,1CO3
Clifford Field,Olathe,US,,1CO4
Melon Field,Rocky Ford,US,,1CO5
Everitt Airport,Parker,US,,1CO8
Mckeown Airport,Middletown,US,,1DE5
Post Oak Ranch Airport,Crystal River,US,,1FA1
Pine Island Airport,Fort Myers,US,,1FA3
Villa Char Mar Airport,Fort Meade,US,,1FA9
Corkscrew Trace Airpark,Estero,US,,1FD4
Eagle Neck Airport,Shellman Bluff,US,,1GA0
Flying N Estates Airport,Luthersville,US,,1GA2
Grand Oak Plantation Airport,Sasser,US,,1GA6
South One Ten Airport,Nashville,US,,1GA8
Aerie Airport,Monroe,US,,1GA9
C & W Air Park,Woodland,US,,1GE2
Answered Prayer Airport,Franklin,US,,1GE3
Flying D Airport,Concord,US,,1GE5
Daystar Strip,Patterson,US,,1GE6
Hay Field,Madison,US,,1GE7
Waverly Landing Airport,Waverly Hall,US,,1GE9
Beaux Ranch Field,Sandpoint,US,,1ID3
Red Baron Airpark,Boise,US,,1ID4
Fairbanks Airfield,Eden,US,,1ID7
Simko Field,Inkom,US,,1ID9
Webster Airport,Homer,US,,1II0
Van De Mark Airport,Culver,US,,1II5
Barnstorm Field,El Paso,US,,1IL0
Horsefeathers Ranch Airport,Irving,US,,1IL1
Flight Park Inc Airport,Millstadt,US,,1IL4
Holland Field,Mc Lean,US,,1IL9
Shearer Airport,Lewisville,US,,1IN1
Confer's Place Airport,Arcola,US,,1IN3
Robinson Airpark,Elizabeth,US,,1IN4
Bottoms Brothers Airport,Somerville,US,,1IN5
Cottingham Airport,Pine Village,US,,1IN6
Lee Farms Airport,Marion,US,,1IN9
Triple Creek Airport,Bement,US,,1IS2
Cribbet Airport,Blue Mound,US,,1IS3
Swan Valley Farm Airport,Lanark,US,,1IS4
Mahogany Mtn Airport,Silver Lake,US,,1JY2
Cochran Airport,Richmond,US,,1KS1
Risky Airport,Easton,US,,1KS2
Leo's Place Airport,Riley,US,,1KS3
Prichard Airstrip,Enterprise,US,,1KS4
Silers Plane Valley Airport,Salina,US,,1KS6
Buehler Airport,Scott City,US,,1KS8
Belleair Airport,Bonner Springs,US,,1KS9
Jordan Hill Farm Airport,Richmond,US,,1KY7
Triche Field,Hahnville,US,,1LA1
Goose Island Airport,Hayes,US,,1LA3
Ellerbe Field,Shreveport,US,,1LA4
Morrow Strip,Morrow,US,,1LA5
Spring Brook Airport,Seneca,US,,1LL2
Norfleet Airport,Monticello,US,,1LL4
Justison Airport,Hillsboro,US,,1LL5
Edwin G Bennett Airport,Sheffield,US,,1LL7
Zoomer Field,Sheldon,US,,1LL8
Summerell Airport,Ferriday,US,,1LS8
Unknown Field,Southborough,US,,1MA5
Big Oak Farm Airport,Cambridge,US,,1MD1
Mayberry Run Airport,Westminster/Silver Run,US,,1MD8
Black River Ranch Airport,Onaway,US,,1MI3
Ernie's Field,Hemlock,US,,1MI4
Mckenzie's Landing Airport,Howell,US,,1MI5
Trudeau Airport,Milan,US,,1MI6
Wetherbee Farm Airport,Tenney,US,,1MN0
Hay Acres Airport,Akeley,US,,1MN2
Molnau Airpark,Waconia,US,,1MN5
Sky Harbor Residential Airpark,Webster,US,,1MN8
Windsoar Airport,Windsor,US,,1MO2
Lake Viking Airport,Gallatin,US,,1MO3
Landmark Mfg Corporation Airport,Gallatin,US,,1MO4
Double S Ranch Airport,Grandin,US,,1MO6
Sherlock Field,Gravois Mills,US,,1MO8
Peterson Airport,Goodman,US,,1MS2
"Columbus Afb Aux Field, (Gunshy) Airport",Shuqualak,US,,1MS8
Nine Quarter Circle Ranch Airport,Gallatin Gateway,US,,1MT0
Wood Strip,Elliston,US,,1MT3
Stillwater Airport,Whitefish,US,,1MT4
Bobcat Field,Philipsburg,US,,1MT6
Prill Field,Sand Coulee,US,,1MT7
Wilcox Airport,Billings,US,,1MT9
Medcalf Field,Republic,US,,1MU0
Smitty's Landing Airport,Ridgely,US,,1MU2
Church's Landing Airport,Rushville,US,,1MU8
Carlson Ag Airport,Wendell,US,,1MY1
Gienger/Box Bar Ranch Airport,Streeter,US,,1NA5
Preszler Airstrip,Braddock,US,,1NA8
Delk's Airport,Asheboro,US,,1NC0
Atwell Airport,Mooresville,US,,1NC2
Fletcher's Airport,Elizabeth City,US,,1NC3
Bell Strip,Pollocksville,US,,1NC4
Riley Field,Bunn,US,,1NC5
Arant Airport,Wingate,US,,1NC6
Lonesome Field,Gold Hill,US,,1NC8
Walkinshaw Airport,Argusville,US,,1ND4
Witthuhn Airport,Callaway,US,,1NE2
Sibbernsen Airport,Washington,US,,1NE5
Catalano Airfield,Wilmington,US,,1NK6
Boonville Airpark,Boonville,US,,1NK7
Chenango Bridge Airport,Binghamton,US,,1NK8
Me-Own Airport,Silver City,US,,1NM0
Boyd Field,Henderson,US,,1NR7
Fallon Southwest Airpark,Fallon,US,,1NV1
Richland Airpark,Richland,US,,1NY3
Bashore Airport,Pleasant Hill,US,,1OA1
Mole Airport,Grafton,US,,1OA2
Kepes Flying Field,Springfield,US,,1OA4
S And S Field,Quincy,US,,1OH1
Dougherty Airport,Bellevue,US,,1OH2
Mather Field,Castalia,US,,1OH3
Lewis Airport,Peebles,US,,1OH9
Stone Airport,New Lebanon,US,,1OI6
Neversweat Airport,Bristow,US,,1OK0
Dave's Place Airport,Kingfisher,US,,1OK1
Entz Home Airport,Hydro,US,,1OK2
Wolfe Field,Bray,US,,1OK3
Entz Oliver Airport,Hydro,US,,1OK6
Grimes Airport,Maysville,US,,1OK7
5B Ranch Airport,Edmond,US,,1OK8
Hankins Airport,Marietta,US,,1OK9
Steciak Strip,Harrah,US,,1OL2
Sunnyhill Airport,North Bend,US,,1OR0
Sunset Airstrip,North Plains,US,,1OR3
Mac Field,Summerville,US,,1OR5
Skyhill Airport,Oregon City,US,,1OR7
Hinaman Acres Airport,Jersey Shore,US,,1PA0
Ridgeview Airport,Kellers Church,US,,1PA3
Wagner Airport,Lewistown,US,,1PA4
Napodano Airport,Transfer,US,,1PN1
Leukhardt's Landing Airport,Mount Pleasant,US,,1PN7
Ickes Airport,Osterburg,US,,1PS0
Wicker & Wings Aerodrome,Trumbauersville,US,,1PS9
Lagniappe Stol Field,Pelzer,US,,1SC1
Gwinn Field,Hopkins,US,,1SC2
Stol-It Farm Airport,Fair Play,US,,1SC3
Dorsey Ranch Airport,Glad Valley,US,,1SD0
Burke Field,Scotland,US,,1SD1
Turkey Ridge Airport,Hurley,US,,1SD3
Vig Limousin Airport,Faith,US,,1SD4
Drake Farm Airport,White Lake,US,,1SD5
Bogner No Ii Airport,Oelrich'S,US,,1SD6
Area 142 Airport,Moran,US,,1TA1
Vigo Park Airport,Tulia,US,,1TA2
Last Resort Airport,Crockett,US,,1TA4
Thompson Field,Canton,US,,1TA7
Rio Pinto Ranch Airport,Bracketville,US,,1TA8
Locker Brothers Airport,Muleshoe,US,,1TE0
Briscoes Catarina Ranch Airport,Catarina,US,,1TE1
Zuehl Airport,Marion,US,,1TE4
Corpora Airport,Hearne,US,,1TE5
Ray Farm Airport,Floresville,US,,1TE7
Kahuna Bay Airport,Howe,US,,1TE8
Rmr Ranch Airport,Franklin,US,,1TE9
Cedar Crest Field,Lebanon,US,,1TN0
Wagner Field,Belvidere,US,,1TN3
Into The Wind Airport,Seymour,US,,1TN8
Crumley Field,Bristol,US,,1TN9
Laas Farm Airport,Pattison,US,,1TS1
Dentonio Ranch Airport,Carrizo Springs,US,,1TS6
Landers Ranch Airport,Colorado City,US,,1TS8
Indianhead Ranch Airport,Del Rio,US,,1TS9
Bulverde Airpark,San Antonio,US,,1TT8
Yancey Creek Ranch Airport,Lampasas,US,,1TX0
Beggs Ranch Airport,Guthrie,US,,1TX3
New Gulf Airport,New Gulf,US,,1TX4
Laney Farm Airport,Hale Center,US,,1TX5
Muxworthy Airport,Hamilton,US,,1TX6
Hawk Ranch Airport,Hawkins,US,,1TX9
Sabot Airport,Sabot,US,,1VA0
Micro Airport,Stuart,US,,1VA1
Tye River Airport,Lovingston,US,,1VA3
Hazelswart Airport,Chase City,US,,1VA8
Whitehall Farm Airport,Montross,US,,1VG2
Mortimer Brown Landing Airport,Castleton,US,,1VT8
Pilot's Pastures Airport,Winlock,US,,1WA2
Fall City Airport,Fall City,US,,1WA6
Buzzy Field,Evansville,US,,1WI3
Aero Estates Airport,Raymond Township,US,,1WI6
Buzzards Roost Airport,Redgranite,US,,1WI7
Jorgensen - Stoller Airport,Algoma,US,,1WI8
Blackhawk Island Airport,Fort Atkinson,US,,1WI9
Schmidt Ranch Airport,Northport,US,,1WN0
Kettle Moraine Airport,Dundee,US,,1WN1
Danielson Field,Star Prairie,US,,1WN3
Sky Acres Airport,Bowie,US,,1XA1
Mikeska Field,Brookshire,US,,1XA4
Flying Armadillo Field,Paige,US,,1XA5
Tailwheel Acres Airport,Valley View,US,,1XA6
Gloster Aerodrome,Sealy,US,,1XA7
Hackberry Airport,Chatfield,US,,1XA8
Itll Do Airfield,Sandia,US,,1XS0
Dunham Field,Crosby,US,,1XS1
Skye Dance Airport,Elgin,US,,1XS2
Red Sands Ranch Airport,Mason,US,,1XS4
Pinon Ranch Airport,Brackettville,US,,1XS8
Owen Field,Big Lake,US,,20AK
Rak Airport,Guy,US,,20AR
Mysterious Valley Airport,Pope Valley,US,,20CL
Pratt Airport,Greenville,US,,20FD
Lake Suzy Estates Airport,Port Charlotte,US,,20FL
Earl L Small Jr  Field/Stockmar Airport,Villa Rica,US,,20GA
Hobbes Field,Cumming,US,,20IA
Harrington Airport,Idaho City,US,,20ID
Canary's Airport,Franklin,US,,20IN
Mitek Airport,Winslow,US,,20IS
Isaacson Airport,Norway,US,,20KS
Brushy Fork Field,Mcdaniels,US,,20KT
Verona Landing Airport,Verona,US,,20KY
K-John Airport,Crowley,US,,20LS
Dixon Airport,Barlow,US,,20MS
Prevost Airport,Lambert,US,,20MT
Mountain View Airport,Sherrills Ford,US,,20NC
Stafford Airport,Stafford,US,,20NY
Mosquito Strip,Bristolville,US,,20OH
Warner's Airport,Redland,US,,20OR
Lutgen Airport,White,US,,20SD
Mag Drop Airport,Bells,US,,20TA
Liley Field,Fall Branch,US,,20TN
Bains Private Airport,Bandera,US,,20TS
Gone With The Wind Airport,Liberty Hill,US,,20TT
Woodford Airpark,Bowling Green,US,,20VA
Hawk Ridge Airport,Bedford,US,,20VG
Skyraider Skyranch Airport,Yelm,US,,20WA
Harju Airport,Redgranite,US,,20WI
Klutts Field,Chisholm,US,,20XS
Montana Creek Airport,Talkeetna,US,,21AK
Skarda/Tollville Airport,Hazen,US,,21AR
White Mountain Lake Airport,Show Low,US,,21AZ
Rockledge Airport,Rockledge,US,,21FA
Kings Field,Clermont,US,,21FL
Deer Crossing Airport,Cleveland,US,,21GE
Grame Airport,Troy,US,,21IN
Southern Helicopters Airport,Baton Rouge,US,,21LA
Solitude Airstrip,St Francisville,US,,21LS
Moody Field,Gorham,US,,21ME
Baker Farm Airport,Licking,US,,21MO
Blythe Bayou Farms Airport,Walls,US,,21MS
Harris Runway Airport,Bozeman,US,,21MT
The Peninsula Airport,Shell Knob,US,,21MU
Rosenau Airport,Upham,US,,21ND
Propwash Airport,Kensington,US,,21NH
Don Kichote-Quixote Airport,Morris,US,,21NK
Ames Airport,Jefferson,US,,21OG
Clearwater Airpark,Owensville,US,,21OI
Ambia Farm Airport,Paris,US,,21TX
Eagles Nest Airport,Cheriton,US,,21VA
Houston Airpark,Houston,US,,21XS
Double Tree Farm Airport,Marysville,US,,22CL
Flying E Airport,Brighton,US,,22CO
Hidden River Airport,Sarasota,US,,22FA
Riverside Airport,Plainville,US,,22GA
Treasure Gulch Airport,Placerville,US,,22ID
Lewis Airport,Mount Vernon,US,,22II
Heller Airport,Galena,US,,22IL
Spangler Farm Airport,Ft. Wayne,US,,22IN
Wd Flyers Airport,Simmesport,US,,22LA
Couvillion Airport,Arnaudville,US,,22LS
Laura's Landing Airport,Hagerstown,US,,22MD
Sky Landings Airport,Lucedale,US,,22MS
Wounded Buck Ranch Airport,Kalispell,US,,22MT
Flint Ridge Airport,Siler City,US,,22NC
Withrotor Airport,Lakeview,US,,22OG
Smith Field,Springer,US,,22OK
Iron Crown Airport,Silverton,US,,22OR
Pharmnall Airport,Grandview,US,,22TA
Larkspur Airstrip,Big Water,US,,22UT
Southwind Airport,Dodgeville,US,,22WN
Kissack/Reynolds Airport,Rozet,US,,22WY
White Stone Ranch Airport,Hico,US,,22XA
Longhorn Aux Landing Strip,Fort Cavazos (Killeen),US,,22XS
Yuknis Airport,Wasilla,US,,23AK
Classic Airstrip,Jonesboro,US,,23AR
Moreton Airpark,Wickenburg,US,,23AZ
Aviation Acres Airport,Burlington,US,,23CD
High Mesa Airport,Rush,US,,23CO
Full Throttle Farm Airport,Clayton,US,,23DE
Gyro Town Usa Airport,Wimauma,US,,23FL
Lt Landing Airport,Dublin,US,,23GE
Southfork Airport,Feathervlle,US,,23ID
Clark Airport,Plymouth,US,,23IS
Jamison Field,Quinter,US,,23JY
Kentucky Creek Landing Airport,Lindsborg,US,,23KS
Barnes Farm Airport,Burna,US,,23KY
Warner-Thunder Hill Airport,Covington,US,,23LA
Dvoracek Field,Charlevoix,US,,23MI
High Grove Airport,Preston,US,,23MN
Shiloh Airpark,Brunswick,US,,23MO
Smith Farms Airport,Moss Point,US,,23MS
Waterfall Airport,Bozeman,US,,23MT
Sean D Sheldon Memorial Airfield,Osceola,US,,23MU
Anderson Airport,Rogers,US,,23ND
Windswept Airport,Windsor,US,,23NH
Alliance Airport,Pittsgrove,US,,23NJ
Long Acre Farms Airport,Macedon,US,,23NK
Whitfield's East Airport,Fairfield,US,,23NR
Jolamtra Landing Area Airport,Bath,US,,23NY
Cedar Acres Airport,Revere,US,,23PA
Rowland R Airfield,Tom Bean,US,,23TA
Bertani Ranch Airport,Del Rio,US,,23TS
Wheatland Airport,Buckingham,US,,23VA
Murdock's Holly Bu Airport,Boydton,US,,23VG
Willie's Airport,Springbrook,US,,23WN
El Tejano Airport,Alvin,US,,23XA
Shorthorn Aux Landing Strip,Fort Cavazos (Killeen),US,,23XS
Toad Lake Strip,Meadow Lakes,US,,24AK
Griffin Ag Airport,Lundell,US,,24AR
Pleasant Valley Airstrip,Young,US,,24AZ
Boswell Airport,Corcoran,US,,24CL
Bee Field,Jewett City,US,,24CT
Garcon Field,Milton,US,,24FL
Isley Field,Cedar Falls,US,,24IA
Flying Z Ranch Airport,Challis,US,,24ID
Williams Flying Field,Hartsville,US,,24IN
Weiss Acres Airport,Viola,US,,24KS
Lambert Airport,Pinckneyville,US,,24LL
Slip Knot Landing Airport,Windham,US,,24ME
Mistwood Airport,Camdenton,US,,24MO
Haggerty Airport,Bozeman,US,,24MT
Mc Gee Field,Monroe,US,,24NC
Orr Airport,Lakeside,US,,24NE
Taildragger Acres Airport,Salem,US,,24NJ
Reeds Airport,St Paris,US,,24OI
The Farm Airport,Summit,US,,24SC
Moore Ranch Airport,Centerville,US,,24TA
Cherrystone Airport,Cheriton,US,,24VA
Cross-B Airport,San Antonio,US,,24XA
Skyflight Airport,Fairbanks,US,,25AA
Honeybee Lake Aero Park Airport,Willow,US,,25AK
Cedar Creek Ranch Airport,Belleville,US,,25AR
Mystery Well Ranch Airport,Portal,US,,25AZ
Loma Madera Ranch Airport,Santa Ysabel,US,,25CA
Lux Field,Hartsel,US,,25CD
Van Dyke Strip,Pleasant Grove,US,,25CL
Crystal Lakes Airport,Red Feather Lakes,US,,25CO
Connells Wahoo Airport,Bushnell,US,,25FL
Miller Farm Airport,Douglasville,US,,25GA
Virl B Deal Airfield,St. Ansgar,US,,25IA
Holzwarth Flying Service Airport,Virden,US,,25IL
Reid-Eash Airport,Howe,US,,25IN
Wyrill Farming Airport,Kirwin,US,,25KS
Plane Crazy Airport,Albany,US,,25LA
Whalen Field,Sudlersville,US,,25MD
Howard Airfield,St. Johns,US,,25MI
Cook Airport,Carl Junction,US,,25MO
Blatter Airport,Glasgow,US,,25MT
